review_title,date,type,review_body,name,category,ecology,dimension,region,tag
Perfecto para entender a los mineros,2017-08-01,Parejas,"Como llovía en llanes nos fuimos a ver este museo y mis expectativas quedaron superadas por mucho. La parte de exposición está muy completa y la puedes hacer a tu ritmo, sin prisa. En la parte guiada, te llevan a una recreación de una galería de una mina y se puede llegar a sentir lo que sienten los mineros de verdad. Muy didáctica y nada aburrida. Muy útil para hacerla con niños",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2686
Interesante,2017-08-01,Familia,"Venimos de zona minera metálica y en particular yo, tenía interés en visitarlo, está bastante bien de contenido expositivo... tanto exterior con las máquinas de tren. como interior, con todo el contenido organizado perfectamente por departamentos. Destacable también el recorrido por la reproducción de la mina. Una pena que el recorrido del tren sea tan limitado en horarios, no pudimos esperar. No entendí por qué no permiten fotografiar durante el recorrido por la reproducción?",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2687
Un museo que no se puede dejar de visitar si vas a Asturias,2017-08-01,Amigos,"No voy a ser muy objetivo, yo he ido de todas las formas posibles (con familia, amigos y con grupo de niños/as) y es uno de las mejores visitas que alguien de fuera (y de Asturias) debe de hacer (junto con las playas y Covadonga y Lagos). Es una parte importante de Asturias, de su historia y realidad. Siempre salgo con algo nuevo en mi cabeza. Echo de menos la maqueta del poblado minero, ya que explica muy bien como se vivía y lo que se podía y no podía hacer. Pero si vienes a Asturias no puedes irte sin pasar por el MUMI",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2688
No apto para personas con problemas respiratorios.,2017-08-01,Familia,"Si bien el museo es interesante, por lo desconocido de la actividad. Los guías deberían comentar antes de la bajada a la recreación de la mina, de que existen ruidos fuertes, poca luz y muchísimo polvo. En mi caso,  me acompañaba mi hijo  que sufre de alergia y no lo disfrutamos.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2689
Lugar para visitar,2017-08-01,Familia,Fuimos 2 adultos y dos niñas de 3 y 5 años. Les gustó mucho la visita y la parte de museo. La visita a la mina genial y todo muy bien explicado por la guía Isabel. Todo muy bien cuidado y todo el personal súper amable. Recomiendo.ir a primera hora para estar tranquilos y mínimo 2 horas para visitar mina y museo. No se pueden bajar cochecitos a la mina pero eso no es mayor problema porque con una mochila para la peque fuimos de lujo!!,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2690
Recomiendo al 100%,2017-08-01,Familia,"Estuvimos recomendados por la persona que lleva el apartamento donde nos alojamos y acertamos. Tienes una exposición con los útiles y maquinaria que se llevan usando años en la minería, además hay partes interactivas muy chulas. Lo mejor es cuando te bajan a la mina. Excelente visita.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2691
No os lo podéis perder,2017-08-01,Familia,"Si estáis por la zona no dejéis de visitar este museo con mayúsculas.  Muy interesante e instructivo. El precio son 7 euros para los adultos ( para los niños es más barato) e incluye visita guiada de una hora de duración a una mina de carbón donde se toma conciencia de la dureza del trabajo minero. Es uno de los museos más ""currados"" que he visto. Lo recomiendo totalmente.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2692
Lo mejor la visita a la mina,2017-08-01,Familia,"Es un museo muy amplio y con mucha información, recomiendo disponer de tiempo para verlo completamente porque entre las maquetas que tiene y las 2 plantas, mas la bajada  a la mina se necesita bastante tiempo para verlo bien. A mi niña le encanto montarse en la rueda, totalmente recomendado para los niños. Cuidado con la bajada en la rampa dentro de la mina no es tan fácil como parece (puedes bajar por las escaleras).",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2693
SUPERÓ AMPLIAMENTE MIS ESPECTATIVAS,2017-08-01,Amigos,"Una muestra muy interesante de lo que son las minas de carbón asturianas, así como parte de la historia de la minería en esta región. Como mínimo se necesita un par de horas para esta visita. Muy recomendable",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2694
Impresionante visita,2017-08-01,Familia,"Una impresionante visita a una mina para conocer de primera mano cómo trabajan los mineros, sus condiciones y las penosidades que tienen que pasar.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2695
Un museo que vale la pena.,2017-07-01,Familia,El museo cuenta con una visita guíada a una reproducción de una mina muy bien ambientada. Incluso subes a un pequeño tren minero. Te explican las distintas técnicas para hacer caer el carbón y poderlo recojer posteriormente. La exposición cuenta con un sistema de extracción de agua que para los niños es muy divertido. Se han de colocar en su interior y hacen girar la rueda caminando. Paralelamente hay más exposiciones muy interesantes desde como se fabrican los explosivos hasta los materiales que se utilizaban en los sistemas médicos. Hasta un traje de bombero para sofocar incendios en el interior de las minas. Todo muy bien cuidado y presentado. En el exterior también hay varios ejemplares de máquinas de tren y motores relacionados con el tema. Muy interesante para el que tenga algo de interés en el tema. Parking gratuito y acceso señalizado.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2696
Una visita muy instructiva y amena,2017-08-01,Familia,"La entrada cuesta 7 €. La visita dura unas 2 horas. Gran exposición de instrumentos y maquinaria minera desde lo más antiguo a lo más moderno. Tiene también expuestos enseres, instrumentos y maquinaria de la industria y su evolución en el tiempo. Interesante la bajada en ascensor (jaula) a la mina. En la mina, vas con un guía, te enseñan todos los métodos de extracción del carbón y sujeción de los túneles y galerías. Te suben en el tren de personal que utilizaban para transportar a los mineros a la zona de trabajo.  Merece la pena la visita.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2697
Muy instructivo,2017-08-01,Parejas,"Nos encantó visitar la mina y conocer de cerca el trabajo para la explotación del carbón. Nos hace darnos cuenta de la importancia a una transición rápida para la obtención de energías renovables que no supongan riesgos ni bajas personales y a la vez sirvan para reducir o incluso eliminar la emisión de CO2. El museo dedicado a la industria también es muy didáctico y se puede apreciar por ejemplo varias locomotoras del siglo XIX. Si te alojas cerca, la visita es imprescindible!! Entrada: 7€/Persona.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2698
didactico,2017-07-01,Familia,"Si te sobra tiempo  merece la pena visitarlo. la visita a la ""acondicionada mina"" es muy didáctica. lo recomiendo. todo el personal que trabaja allí muy agradable",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2699
Muy interesante,2023-10-01,Amigos,"Genial museo para entender la vida y los trabajos de las cuencas mineras de Asturias. Tienen gran cantidad de maquinaria, herramientas, etc. Muy recomendable",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2700
Genial,2017-07-01,Amigos,Recomendado 100% para visitarlo. Te explican todo perfectamente y ves lo interesante que es el mundo de la mineria y los peligros que conllevan,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2701
Interesante,2017-07-01,Amigos,"Ya había ido de pequeña en una visita escolar con el cole, pero creo que estos temas no nos empiezan a interesar hasta un poco mayores, aunque hallamos vivido en la cuenca minera toda la vida. Por lo tanto, en esta segunda visita aprendí y me interesé mucho más sobre el tema. La parte del museo es interesante pero la bajada a la 'mina' lo es mucho más. No lo recomiendo para niños muy pequeños.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2702
Muy interesante,2017-07-01,Parejas,"Es un lugar muy interesante, está lleno de grandes máquinas que funcionan dentro verdad, tienen un acceso muy a una mina quan te da una idea de cómo sería. Además están las exposiciones sobre explosivos, minerales, etc. Realmente interesante.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2703
Indispensable,2017-07-01,Familia,"Recomiendo la visita a todos aquellos que os atraiga aunque sea minimamente la tecnología, máquinas, mecanismos, etc. Fui con mi familia sin saber muy bien que íbamos a ver y realmente fue un acierto. La visita a la mina es fascinante y las explicaciones muy interesantes. Mis hijos de 6 y 9 años se lo pasaron en grande.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2704
Fenomenal,2017-07-01,Familia,"Es un museo genial. Gran cantidad de contenidos sobre la minería en Asturias en general y la cuenca de Langreo en particular. Muchos objetos interesantes sobre las minas y no solamente a nivel ingeniería, sino médico, de trabajo, cultural... La visita a la mina muy instructiva también. Los niños se lo pasaron genial. Muy muy muy recomendable.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2705
Muy interesante,2017-07-01,Familia,"10 personas con 5 niños entre 4 y 14 años. Las máquinas perfectas, todo bien explicado, con recreaciones y puestas en marcha. La recreación de la mina estupenda. Cristina, la guía, encantadora. A los niños les ha encantado la experiencia y a nosotros también. Ah, cierra a las 20:00 en verano.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2706
Fantástica,2017-07-01,Familia,"Una recreación magnífica, fantástica y real. Los niños han disfrutado mucho, tanto como nosotros. Es muy recomendable hacer esta visita y comer después en el mismo pueblo, en La Sindical (increíble comida y atención de los camareros)",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2707
Hay que ir,2017-06-01,Familia,"Me ha encantado. Tengo que reconocer que soy muy de este tipo de museos y que lo hemos escogido porque nos parecía muy divertido verlo con los niños. Hemos visitado una parte y nos han llamado para la bajada a la mina, donde un antiguo tarabajador nos ha hecho de guía. Hemos visto cómo se trabaja (con maniquíes cada cierto tramo), la evolución de la técnica y maquinaria, hemos podido montar en un tren y al finalizar esta visita seguir disfrutando del museo. Máquinas, maquetas, fabricacion de pólvora, enfermería... Nos ha faltado tiempo.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2708
Visita obligada,2017-06-01,Individual,"Me comentaron algo de una mina, y buscando encontré este museo. Super completo y muy bien explicado. Se tardan unas 2 horas en verlo todo. Primero tiene unas cuantas alturas de maquinaria varia, que muchas funcionan y después una segunda parte la visita a la mina, con guía. Todo eso por 7euros. Tiene un parking generoso fuera, bar y zona para poder beber algo.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2709
Visita obligatoria,2017-05-01,Parejas,"Si quieres conocer Asturias hay que venir para hacerse una pequeña idea de lo que es la minería,hay que conocer lo esencial de esta tierra.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2710
Museo extensisimo,2017-05-01,Familia,"En El Entrego encontramos el pozo San Vicente convertido ahora en el Museo de la minería y la siderurgia. La colección de piezas es increíble, máquinas de vapor, lámparas de mineros, instrumental médico, material de laboratorio,... El acto central de la visita a este museo es la visita guiada al interior de la mina, a través de un ascensor bajamos a las galerías y se realiza una visita de poco menos de una hora en la que te enseñan muchos de los secretos de la mina. Por cierto maravilloso trabajo de la guía, se nota que sabe mucho del mundo de la mina, tiene pasión por lo que hace y se nota.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2711
Recomendable,2017-04-01,Familia,"El museo es interesante tanto para niños como para adultos. Por una parte hay una entretenida exposición de visita libre y por otra la visita guiada a una réplica de una mina. Estuvimos​ en el puente del 1 de mayo, había mucha gente pero estaba todo muy bien organizado ( venta de entradas, acceso a la mina...); Quizás los grupos para la visita guiada eran demasiado grandes (agobiaba un poco).",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2712
Muy interesante,2017-04-01,Familia,"Visita muy recomendable. Los niños disfrutaron un montón, sobre todo con la visita guiada a través de la mina y el paseo en el tren minero. La exposición muy interesante y completa. Todo muy bien conservado y limpio, y el trato del personal excelente.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2713
Entretenido y didáctico,2017-04-01,Familia,"Visita familiar, pareja y tres niños de 8, 10 y 13 años. Se hace una visita a una supuesta mina, muy entretenida, con explicaciones sencillas al nivel de los niños. El museo increíble, especialmente para adulto, para entender cuestiones de física, ingeniería, química,...relacionadas con el mundo de la minería. Dos horas pasan volando",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2714
Entretenido,2017-04-01,Familia,"Muy entretenido para ir con niños, hora y media que pasa rapido, 7 euros por adulto, 4,5 euros por niño. Se hace ameno y la guia lo explica muy bien.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2715
Muy recomendable,2017-04-01,Familia,"Hemos pasado la mañana en el museo. Desde el principio el trato ha sido muy bueno, especialmente con los niños/as. El museo esconde joyitas muy interesantes. Además hay una visita guiada a las galerias de la mina que es muy bonita y didactica para niños y mayores. En resumen, este es un sitio de visita obligada. Nos ha encantado.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2716
Muy recomendable.,2017-04-01,Parejas,"Digno de visitar. Primeramente por su limpieza y el orden. Segundo, por la cantidad de utensilios, maquinaria... toda ella perfectamente explicada y conservada. Tercero, la visita guiada que recrea como a evolucionado el trabajo de la extracción del carbon. Si podéis, no dejéis de visitarla.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2717
Un buen museo de minería,2017-04-01,Parejas,"A nosotros nos encantó. Todo está muy bien explicado y la visita guiada es muy entretenida, las explicaciones de la guía y el entorno te hacen recrear como era la vida y el trabajo de los mineros. Recomendable!",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2718
Museo interactivo y clase de física práctica.,2016-04-01,Parejas,Perfecta manera de aprender el funcionamiento mécanico de las máquinas de aquellos tiempos. Es un museo interactivo que permite aprender a través de la práctica el funcionamiento de la mecánica.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2719
Museo de la historia de Asturias,2017-02-01,Amigos,"No se puede entender parte de la historia de Asturias sin visitar este museo ubicado en el entrego. Si vienes de Oviedo aunque viene señalizado te resultará algo lioso acceder y eso que lo veras al otro lado del rio Nalon pero hay que dar unas cuantas vueltas para el acceso, quizas el mayor fallo que tiene. Lo demas sobra comentarlo hay que visitarlo y verlo!  Lo mejor la recreacion de la mina una autentica pasada que te mete en las pieles de estos autenticos heroes, los minero! Nos os lo perdais!!",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2720
Muy buena exposición,2017-01-01,Parejas,"Un museo elaborado, bien cuidado y didáctico, con explicaciones amenas. Gran cantidad de material entre maquinaria, la casa del explosivo y material médico y de rescate, además de otros aparejos relacionados con el día a día de los mineros, muy completo. La visita a la réplica de la mina entretenida incluso para mayores (bajas en la jaula, recorrido a pie y pequeño viaje en tren minero, son unos 40 min). Nosotros estuvimos en total 2h y media. Más que recomendable.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2721
Muy recomendable,2017-01-01,Parejas,Muy recomendable para el que le guste la tecnología y quiera conocer lo que fue la minería en Asturias.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2722
Una visita que para entender el pasado,2016-10-01,Familia,"Fuimos para montarnos en el tren que minero ya que a mi hijo le encantan los trenes. La visita fue interesante ya que además de realizar la visita a la mina donde se pudo ver una recreación de una mina, luego en el museo de la superficie se puede observar diferentes tipos de tecnología que se empleaba en la mina. Visita recomendable para toda la familia",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2723
Museo indispensable para entender el mundo minero e industrial,2016-10-01,Familia,"Un museo indispensable para conocer la industria minera en todas sus vertientes, y cómo ha evolucionado con el paso del tiempo. Muy entretenido para mayores y pequeños a la vez que pedagógico.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2724
Estupendo para ir con niños,2016-12-01,Familia,Recreacion de una mina con explicaciones sobre la explotacion de la mineria del carbon en asturias en general y en las cuencas en particular. Exposicion muy interesante en los pisos superiores,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2725
Maquinaria original bien conservada y simulación de mina,2016-12-01,Parejas,"El museo de la minería tiene maquinaria original muy bien conservada y es realmente interesante conocer la historia de la revolución industrial y con ella la necesidad creciente de energía... de carbón. Solo por ello ya merece la pena la visita. Asturias, tan ligada históricamente  la minería, no se entendería sin estudiar y comprender la importancia que la extracción de carbón ha tenido y todavía tiene. El museo tiene una reproducción de una mina. Quiero recalcar que es una REPRODUCCIÓN, no es una mina natural. Yo, por error mío, pensé inicialmente que al menos en parte se visitaba una mina natural, pero no es así. Es una simulación. PArtiendo de esta premisa, en cualquier caso, es MUY INTERESANTE. ""Bajar"" en la jaula al pozo. Caminar dentro de la mina. Ver los diferentes tipos de entubado. Los tajos donde el minero trabajaba. Se puede realmente sentir la dureza del trabajo, la congoja de estar a ""600"" metros bajo tierra, con las condiciones tan complicadas asociadas al minero. En definitiva merece la pena la visita. Accesible para toda la familia.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2726
Simplemente fantástico,2016-11-01,Individual,"Había escuchado hablar bien de ello pero no me fiaba mucho de los elogios, pero desde el instante en que entré comenzó a sorprenderme gratamente indo a más todo el tiempo. Además de l maquinaria utilizada en la minería i industria del carbón y de la pólvora. La visita culmina con el descenso al pozo de una mina de carbón abandonada onde podemos ver las penosas condiciones de trabajo de estos héroes que son los mineros.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2727
Una bonita y formativa experiencia,2016-08-01,Familia,Si nunca habéis estado dentro de una mina y os gustaría no podéis perderos la visita a este museo. Esta muy bien organizado y antes de la bajada a la mina se pueden ver cantidad de cosas interesantes en el museo. Si os toca pasar un día lluvioso en Asturias y no sabeis que hacer es una muy buena opción.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2728
Museo muy completo,2016-11-01,Parejas,"Muy buen museo donde aprender un poco sobre la historia de la minería en el que van ampliando cositas poco a poco yo cada vez que voy con gente nueva a Asturias voy para que lo vean ,e ido unas 5 veces",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2729
Buena visita,2016-03-01,Familia,"Interesantísima exposición y visita a una mina real. Merece mucho la pena. Muy bien explicado, interactivo. Uno de los museos más interesantes que he visitado con niños y que lamentablemente no está muy publicitado",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2730
Mal organizado,2016-10-01,Individual,"Bonita visita a una mina de carbón, pero por el horario no pudimos ver el resto del museo con tranquilidad, ya que cierran a las 14:00 😳 , eso no nos gustó. De tal forma, que iban apagando las luces a las 13:55...",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2731
Didáctica,2016-08-01,Familia,Totalmente recomendable para entender la profesión y el inicio de la industria. Muy buenas máquinas de vapor.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2732
"Hurra por la mina, el resto es paja.",2015-11-01,Amigos,La mina que tienen en el sótano es una pasada. Es una réplica que a los más pequeños les chiflará pero aparte de eso no tiene mucho de especial. Hay cuatro trastos de época.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2733
Nos lo pasamos genial,2023-10-01,Familia,"Está muy bien, tiene diferentes exposiciones y en algunas de ellas se puede tocar, para los peques genial. La exposición de explosivos es de las mejores que hay. En la parte de la minería, bajas en una jaula, te ponen un casco y caminas por una galería viendo los diferentes trabajos que hay en la profesión. También te dan un paseo en un tren que circula por una de las galerías. Para los peques y los no tanto resulta una visita muy entretenida.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2734
Imprescindible,2016-06-01,Familia,"Asturias es minera, este museo te da la posibilidad de hacerte una minima idea de lo que debía ser trabajar en la mina, imposible entender nuestra cultura y nuestra forma de vida sin entender el mundo minero. Imprescindible ropa y calzado cómodo, los niños disfrutan y aprenden. Un museo de 10",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2735
Con nuevas sorpresas,2023-10-01,Familia,"Cómo siempre nos encantó. Me encanta como lo tienen enfocado, los niños disfrutan y los adultos siempre descubren cosas nuevas. Hemos estado unas 6 veces y la novedad es el trenecito que te lleva por el interior de la mina. Una grata sorpresa.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2736
Un viaje a la mina,2023-10-01,Familia,Me ha parecido una visita super-interesante y educativa. Haces un pequeño viaje a la mina recorriendo diferentes épocas y descubriendo las diferentes técnicas de extracción del mineral. El resto del museo es muy completo e interesante. Totalmente recomendado para todas las edades. Se necesita un mínimo de 2 horas para verlo todo.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2737
Visita interesante,2023-10-01,Individual,"No es una simple visita a un museo donde  ver los recursos que tenían y la maquinaria que posteriormente utilizaban, sino que te bajan a la mina la cual vas recorriendo mientras el guía explica con detalle el duro trabajo de los mineros. Visita totalmente recomendable.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2738
muy recomendable,2023-10-01,Familia,"nos encantó, el detalle, la variedad, lo bien explicado que está y por supuesto la bajada a las minas. Gran trabajo el que hacen los guías del museo",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2739
Muy interesante,2016-08-01,Familia,"Nos gusto mucho a toda la familia, es un museo totalmente diferente, mi hijo se lo paso muy bien. Ya desde que nos montamos en el ascensor, empezo la aventura....",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2740
no puede ser la 55 en cosas que hacer en asturias,2023-10-01,Familia,"Visita cultural histórica económica y social de las cuencas   de primer nivel, fácil acceso, parking, accesible, barato, si comes en las cuencas un buen menú cuando salgas te sentirás un poco mas minero.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2741
"Museo de la minería,El Entrego,Asturias",2016-08-01,Familia,"Hemos estado visitando este museo de la minería y la verdad es que esta muy bien logrado,la guía qué nos estuvo explicando con todo detalle la visita estuvo muy bien,los nietos se lo pasaron muy bien",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2742
Una auténtica experiencia,2016-08-01,Familia,"Pudimos adentrarnos en lo que era la minería a principios de siglo y como fue evolucionando hasta los años 90 con los avances... Maravilloso en conjunto. Fuimos junto a nuestra hija de 8 años y le fascinó. Además, la visita al museo también es fabulosa!!! El guía que nos tocó en el recorrido en la mina era un asturiano que nos metía en situación de una manera superior. Vale mucho la pena visitarlo. Precio económico.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2743
Muy interesante,2016-08-01,Amigos,100% recomendable y muy interesante para aprender cosas nuevas. Ojo con los horarios porque puede que esté cerrado.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2744
Para hacerte una idea del mundo de la minería.,2016-08-01,Familia,Decir que te haces una mínima idea de lo brutal y sobretodo duro que puede llegar a ser este mundo de los mineros. Lo tienen muy bien preparado para que puedas llegar a entender la dureza de este trabajo. Apto para ir con niños y pasar un buen rato dentro. Simulas bajar a una mina (con tu casco y todo) y también tienen una gran zona de museo para poder ver todo lo relacionado con la minería y parte de su industria.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2745
No defrauda,2016-08-01,Familia,Hemos estado ya dos veces y nos encanta siempre. Lo van renovando y mejorando. Con niños a partir de tres años es ideal para pasar la mañana.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2746
Muy interesante,2016-08-01,Familia,"Una completa exhibición del trabajo en la mina, maquinarias y fotografías. En la visita guiada que no debería,perderse quien visite este museo se pasa por un túnel minero donde van evolucionando  en las distintas fases por las que paso este trabajo y como guinda hay un recorrido en un antiguo tren minero.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2747
Espectacular,2016-08-01,Parejas,"Una visita que no puedes perderte, un sitio mágico y muy divertido. Me gusto muchísimo y se lo aconsejo a todo el mundo, vives una experiencia única y te sientes minero durante tu estancia.Te enseñan cosas espectaculares, repetiría sin ninguna duda.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2748
Un paseo por la historia,2016-08-01,Parejas,"Estuve viendo este museo y la verdad es que me encanto, muy bien hecho un buen equipo humano para mostrarlo, es un repaso por la historia de la mineria de nuestro pais algo que no deberias  de perderse en la visita a esta zona asturiana.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2749
Muy recomendable,2016-08-01,Familia,"Fuimos porque estaba lloviendo y nos pareció que sería una actividad para hacer un típico día de lluvia y la verdad es que nos encato. El museo muy bien documentado con muchas cosas curiosas de la mina. La bajada a la mina estupenda, los niños estaban alucinados . El guía muy amable y todo muy bien explicado. Una actividad muy recomendable para todos . El personal del museo muy atento.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2750
Muy interesante,2016-08-01,Familia,Un museo muy interesante tanto para adultos como para niños. Nos ha gustado especialmente la zona hospitalaria y por supuesto la visita guiada a la mina. Cerca hay bastantes restaurantes con menú a buen precio. La única pega es que los grupos para la visita a la recreación de la mina son demasiado grandes y te pierdes muchos detalles. El personal muy agradable,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2751
Muy recomendable,2016-08-01,Familia,Muy interactivo y muy buena representación tanto visual como acústica ideal para todo tipo de edades  .perfecto para ponerse en la piel de un minero,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2752
Entretenido.,2016-08-01,Familia,"2 adultos a 6€ cabeza, y un niño a 4,5. Esta interesante. Visita de unas 2'5 horas. Explica como es y fue la minería en Asturias. Tiene maquinaria antigua. También baja a una recreación de una mina, con una guía que va explicando todo. Muy bien para pasar la mañana o la tarde. Cerca, en el pueblo de El Entrego, hay sitios para comer bien y barato.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2753
Estupendo,2016-08-01,Parejas,"Es una visita imprescindible si se quiere conocer cómo se trabajaba en la mina. La parte museo está muy bien, y también la propia visita a la reproducción de la mina. Solo una sugerencia: grupos más reducidos harían la visita todavía más interesante",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2754
Una experiencia desagradable para familias numerosas,2016-07-01,Familia,"¡Atención a familias numerosas! La experiencia no pudo ser peor. La mujer que nos tocó que vendía las entradas fue de lo más desagradable. No aceptaba el carnet de familia numerosa a pesar de que el museo admitía el carnet para el descuento de las entradas. Tenemos tres hijos y mi marido y yo tenemos  el carnet de familia numerosa de la comunidad de Madrid. Pero la susodicha de las entradas era como hablar con un pared. Había que llevar el libro de familia para acreditar que los tres niños eran nuestros y no los habíamos secuestrado para invitarles al museo. La educación de mi marido es impecable y no era por ahorrar una ínfima cantidad de dinero, sino porque se nos negaba el derecho de ser familia numerosa. Jamás nos había ocurrido algo así. Finalmente se nos ocurrió mostrar las tarjetas sanitarias de los niños...que ni se molestó en mirar...amenazando con que su puesto de trabajo corría peligro...finalmente nos hizo el descuento...después de una acalorada y absurda discusión...así que cuidado con esa mujer alta, delgada y morena que cuestiona la validez de los carnets de familia numerosa. El museo nos gustó mucho.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2755
"Impresionante lugar, explica todo sobre la minería.",2016-07-01,Familia,"El museo es realmente bonito, se encuentran maquinas y utensilios que detallan de forma explicita la dureza de trabajar en las minas. El recorrido por las diferentes salas es interesante ya que te aporta mucha información sobre la vida en la mina. De punto final se visita la mina donde el visitante experimenta momentos increíbles.  Recomiendo la visita !!!!!!!!",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2756
