ID,Textos
RL0077,"Aquel día habíamos merendado en casa de los tíos y tú te perdiste con el coche cuando  volvíamos a casa. Parecías desorientado y abrumado mientras mamá te echaba la bron  ca, como solía hacer. Yo entonces tenía diez años y lo recuerdo como si fuera ahora. No  supe, hasta tiempo después, que la causa de esa fuerte discusión no tenía que ver solo  con que anduviéramos perdidos por los arrabales de la gran ciudad, sino, sobre todo,  porque os ibais a separar y ese era el último día de nuestras vidas en que íbamos a estar  los tres juntos.  Tú callabas y sudabas en aquel mes de agosto cruel y en un momento dado detuviste el  coche al lado de lo que a mí me pareció una torre. Mamá salió detrás y yo no pude oír lo  que decíais en ese momento. Solo sé que tuve la impresión de que si me quedaba ahí,  me ibais abandonar y entonces salí llorando. Cuando me viste, me abrazaste y me dijiste  que no pasaba nada, que solo le estabas enseñando a mamá la belleza de la arqueología  industrial. Lo dijiste así. Yo levanté la vista del suelo y vi no una torre, sino lo que me  pareció una gran chimenea y te pregunté qué dónde estaba la casa. Te echaste a reír y a  continuación, con mucha calma y paciencia, me explicaste que no era la chimenea de  una casa normal, sino de una fábrica de lanas que había allí muchísimos años atrás.   Y por qué se ha quedado sola la chimenea? te pregunté.  De nuevo, sonreíste, y me pareció que era un signo de que todo iba bien   Porque la chimenea era la parte más bella de la fábrica, se puede ver desde la distan        cia y queda como un recuerdo de algo que ya no existe, pero que fue muy importante        en un momento de la historia de Zaragoza  respondiste.  Al día siguiente, ya no estabas en casa. Me habías dejado una carta de despedida que no  quise terminar de leer. He pensado muchas veces cómo hubiera sido mi vida si lo hubie  ra hecho. O si mamá y tú no hubierais acabado mal y no te hubieras ido a trabajar lejos.  Hoy, ocho años después, mamá me ha dado otra carta tuya y me ha hecho prometerle  que esta vez la leería entera. A veces los secretos son difíciles de guardar; mejor dejarlos  ir.  Y aquí estoy. Ya veo nuestra chimenea, bella en la distancia, lejana y presente al mismo  tiempo. No pensaba que volveríamos a encontrarnos precisamente en este lugar, pero  hoy he comprendido al leer tu carta que nada es lo que parece, que a veces la verdad se  esconde en lugares inesperados, como la belleza de esta chimenea industrial, y que tú  tampoco has olvidado aquella tarde calurosa de verano ni nuestra conversación. Que no  me has olvidado, papá.   "
RL0078,"                                      LA HIJA DE LA CIUDADELA               Siempre, cuando le preguntaban de pequeña, contestaba que de mayor quería ser  soldadora en el astillero o cigarrera en el viejo convento, porque ellas eran las mujeres más  libres, las que no lloraban nunca, a lo que su madre, con vergüenza, enmendaba con la disculpa  de ser cosas de niños. Pero era una contestación esperable por parte de una persona cuya  identidad había sido forjada en aquellas calles embarradas, antojana de las pequeñas casas de  la ciudadela que los trabajadores del astillero y sus familias llamaban hogar. La suya, un  habitáculo mínimo con dos ventanas y puerta estrecha, era para ella como una de esas viviendas  de cuento rodeadas por los árboles, aunque en este caso, el bosque era la colección de grúas  azules y amarillas que dominaban desde su colosal verticalidad aquel intramuros destinado a ser  horizontal.         Pensaba que, cuando trabajara en alguna de sus tareas soñadas, viviría en el barrio de los  pescadores contemplando el mar y a lo lejos, los barcos en construcción llenos de pequeñas  hormigas como su padre, uno de los soldadores del astillero. Aquel habitante de la Meseta que  había llegado a la ciudad únicamente con una maleta siempre animó a su hija a estudiar para  salir de la ciudadela y labrarse un futuro lejos de aquellas chabolas. Y para darle un futuro digno,  trabajó sin descanso mientras ella disfrutaba las lecciones inundadas de un olor a soldadura y  con la música de fondo de los golpes metálicos forjando el casco de los barcos. Cuanto tuvo que  decidir su futuro, escogió irse, y lo hizo una plomiza tarde de viernes en la que tomó el tren de  la capital, mientras una histórica manifestación para intentar salvar los astilleros inundaba la  ciudad.         Volvería años más tarde convertida en una prestigiosa arquitecta, y aunque se instaló en el  barrio de los pescadores en una casa con vistas a la fábrica de sus queridas cigarreras, cada  viernes se acercaba a la ciudadela. Recorrer aquella sórdida ruina, ya sin grúas en el cielo, era  para ella la forma de recordar sus primeros años y de agradecer, a su manera, las lecciones  vitales que le había proporcionado la vida en aquella comunidad surgida al calor del naval.         La noticia de la demolición de la ciudadela para construir un nuevo barrio de viviendas hizo  que llorase por primera vez en toda su vida.   "
RL0079,"                                     ÚLTIMA TARDE EN EL POZU               La visión fantasmagórica de ambos castilletes dominaba todo el valle, cuyos bosques se  doblegaban ante la verticalidad de las dos torres en proceso de oxidación, y olvidadas desde  hacía casi treinta años cuando el corte del cable de la jaula trajo a la plaza del pozo un extraño  silencio, roto únicamente por el zumbido del transformador eléctrico.         Poco antes de Morir, Aurelio volvió al lugar en el que había pasado casi cuarenta años de  su vida hasta que la jubilación lo apartó de aquel lugar ahora inhóspito, perdido en el fondo de  la cuenca minera. Pese al avanzado estado de su enfermedad, su nieto lo había convencido para  volver al sitio que causaba a sus antiguos trabajadores unos sentimiento encontrados difíciles  de comprender para quienes no sabían lo que era el trabajo bajo tierra: el pozo había sido el  sostén económico de la zona, gracias al que comían cientos de familias del valle, pero también  todos se referían a él como la puta mina.         Nada más apearse del coche, al observar el abandono del que había sido el pozo más  señero de la zona, una profunda inquietud invadió al antiguo vigilante. Cruzaron la valla del  recinto mientras iba relatando a su nieto, refiriéndose a cada rincón de las instalaciones, las  anécdotas que todo trabajador de un pozo contaba a sus familiares, una memoria oral que  hablaba de una forma de vida ya desconocida para las nuevas generaciones de la cada vez más  menguada población de los valles mineros.         Mira, ahí salía la jaula con les mules abajo y los mineros arriba. Vi salir de ahí a muchos en  camilla, unos salvaron, otros muchos no, porque esta era una mina muy cabrona eh?  Enterramos a muchos compañeros, el grisú ye muy traidor. Viste los castilletes? Estos nun  tienen pates, fueron la novedad en su época. Los ingenieros decíen que era la catedral del  carbón, pero fue más un cementeriu. También te digo, sin él, no seríamos nada.         Antes de partir, agarrado al carro que llevaba la máquina que aún le permitía respirar, dio  la vuelta y quedó un rato en silencio, observando todo con detalle. Cuando el coche se iba  alejando, miró por el retrovisor cómo el pozo se iba haciendo pequeño. Y ahí se dio cuenta de  que ambos, tanto él como su mina, habían perdido la partida con la muerte.   "
RL0080,"Los charcos a los lados de la calle burbujean y Rafael sabe que eso sólo quiere decir una cosa: hay  lluvia para rato. Saca un papel del bolsillo de la chaqueta y relee una dirección que ya se sabe de  memoria: Local 36, calle Valencia 185. La chimenea de acero y ladrillo que ve al fondo no deja  lugar a dudas: está en el sitio correcto.  Avanza por el camino de tierra, dejando a ambos lados viejas construcciones reconvertidas: talleres  y almacenes son ahora estudios de fotografía, redacciones o platós de cine. A pesar de la  remodelación, han mantenido las paredes de obra, las ventanas altas y alargadas y los tejados a dos  aguas. El único vestigio de ese pasado industrial es el local 36: la antigua imprenta, cuyo dueño se  negó a vender precisamente para no borrar su existencia.  Al llegar a la puerta golpea con los nudillos y espera. Enseguida suena un tintineo de llaves en la  cerradura y aparece la cara de un señor mayor.   Buenos días, Cayetano. Soy Rafael.  Tras un breve apretón de manos, Rafael cruza la puerta y el olor a humedad le invade. La poca luz y  el polvo le dan a la estancia un aspecto casi eclesiástico. Allá donde mira hay máquinas detenidas,  como esperando retomar su actividad: manivelas, prensas, tornos y palancas que en su momento  sirvieron para dar voz al bando republicano, en una guerra civil cada vez más cruda y más ganada  del otro lado.   A pesar de las represalias y amenazas, no consiguieron destruir la imprenta: fue el proyecto que  dio sentido a la vida de mi padre. Ven, te enseñaré su despacho.  Al encender la lámpara la habitación cobra vida: un escritorio en forma de L. Al fondo una vitrina  de 3 cuerpos llena de libros, cajas y folios apiladas. En el lateral un banco tapizado.   Ahí me dormía siempre mi madre, cuando la noche se alargaba y había que llegar a la edición de la  mañana como fuera. Creo que he dormido más veces aquí que en mi cama. Sabes? No había vuelto  desde que era un crío. Mis padres tampoco quisieron volver, a pesar de mantener la propiedad del  local y su interior intacto. Fue una forma de resistencia, de rebelarse contra la dictadura: no dejar  perder eso que les arrancaban. A mí me ha pasado la vida por delante y nunca he encontrado el  momento para venir aquí: siempre había cosas más importantes. Ahora ya ves, no puedo escapar, ni  quiero. Me ilusiona abrir ventanas, quitarle el polvo a las máquinas y ponerlas en funcionamiento,  enseñarte las técnicas que se usaban entonces. Yo sólo no lo hubiera hecho nunca.   Hay cosas que le persiguen a uno toda la vida, no? Yo siempre he querido tener mi imprenta, mi  taller, y hacer las cosas como antes. Lo primero que vamos a hacer cuando todo funcione serán los  folletos: Antigua Imprenta y Serigrafía Aguafuerte. Cómo lo ves?  Cayetano sonríe y se aleja en dirección a la puerta.  De vuelta en la calle Rafael se da cuenta cuánto sentido tiene tanta lluvia ese día: Aguafuerte no es  un proyecto que admita medias tintas.   "
RL0081,"Cuando se presentaron los espíritus era verano y nadie les hizo demasiado caso. Allí arriba  también hay problemas, y sólo necesitamos quedarnos una temporada, no comemos ni  molestamos, sólo queremos un sitio seco donde pasar las noches, dijeron con voz débil y una  sonrisa un poco borrosa, ya difuminada por los meses o los años de ausencia. En cada casa les  pusieron una excusa: los abuelos recibieron un portazo por miedo a que aterrorizaran a sus  nietos, que ya les habían llorado; los viudos se habían acostumbrado a su soledad y ahora no  querían modificar sus rutinas, y hasta el párroco dudó de la naturaleza de estos fantasmas y dijo  no querer problemas con el obispo.    Decepcionados y tristes, los espíritus decidieron quedarse en las instalaciones del lejano  astillero abandonado. En la ciudad pronto se dejó de hablar de ellos y sólo quienes más se  habían asustado presumían en las tabernas de haber resuelto la inconveniente visita como quien  espanta a un perro callejero.    Llegaron las tormentas y las nieblas densas. Los pescadores navegaban haciendo sonar la  campana que avisa de su presencia a otras posibles embarcaciones y más de uno dijo haberse  cruzado con una flota de buques de altas chimeneas como no se habían visto desde que el carbón  y el vapor fueron sustituidos por combustibles más modernos.    Con los días claros que trae el sol de invierno, los habitantes de la ciudad salieron de dudas:  frente a ellos, en los antiguos muelles, varios cargueros desarrollaban una incesante y próspera  actividad comercial. Puede que sus tripulaciones no lo fueran del todo, pero, indudablemente,  las riquezas que se apreciaban en tinglados y almacenes eran de lo más mundano.    Se convocó una asamblea y hablaron los juristas: cada cosa que allí había  y las mercancías  eran muchas y muy valiosas  pertenecía, legalmente, a los herederos del espíritu que la hubiera  acumulado y no al ente mismo.    La expedición, liderada por el alcalde, el párroco y varios soldados no tuvo que discutir con  nadie. Encontraron las naves vacías. Amarrados en los muelles, eso sí, permanecían los grandes  vapores y las autoridades los revisaron al detalle, deseando continuar, esta vez entre mortales,  con los lucrativos negocios puestos en marcha por sus antepasados. Se encontraron con  laberintos de tuberías que no supieron seguir, con válvulas que interrumpían caudales de fluidos  desconocidos, con un puente de mando lleno de palancas etiquetadas en una lengua  incomprensible. Nadie supo ponerlos en marcha y la ciudad, arruinada, deseó haber escuchado  a sus fantasmas.   "
RL0082,"                                      Trapiche    Mi abuelo era de esos abuelos a los que se les tiene un respeto reverencial. Le  llamábamos por usted, todos los nietos, y todas las personas. Yo no sé cómo uno  siendo pequeño percibe que al abuelo hay que respetarlo. Era así, sin más. No era  de esos abuelos de hacer gracias, ni de cargarnos y mucho menos de jugar con  nosotros porque mi abuelo era como un monarca, una figura egregia con un rictus  serio que para mí venía de su altura, de su nariz afilada y de su rostro enjuto. Tenía  los ojos de distinto color, verde azul y verde amarillo. Y era persona recta, de  costumbres y de mucho predicamento. Sé que la gente venía, incluso de lejos, a  pedirle consejos y sé que curaba los empachos con sus manos. Creo que lo más  que le vi a mi abuelo fue alguna sonrisa pronunciada pero aun así él, desde su  adustez, era cariñoso con sus nietos. Una expresión de amor hacia nosotros era  poner en marcha el trapiche para atender a nuestras insistentes súplicas. El trapiche  echaba a andar dos veces al año cuando se juntaba toda la familia, que era muy  grande, en verano y en Navidad. En Agosto, el 24, que era el día de su cumpleaños.    Él dirigía las operaciones pero aquel era un trabajo laborioso que requería del  concurso de todos. Recuerdo los dos bueyes de color claro dando vueltas, y sin más  remedio unidos por una yunta de madera que los coronaba y hacía ir a ritmo lento y  acompasado, alrededor del trapiche. Recuerdo que la caña entraba en aquella  máquina por un lado y salía, por otro, en forma de exultante jugo y, que el bagazo,  de apagado aspecto, caía al suelo formando una alfombra de amarillo pálido. De la  molienda salía el guarapo que bebíamos enfriado con hielo. El guarapo se cocinaba  en horas en una paila hasta hacer una melcocha. Luego debía refrescarse en un  tablero de madera sumergida en una canoa de júcaro con agua para luego verter el  contenido en hoja de plátano seca. De esa misma hoja se rasgaban unas tiras que  servían para cerrar el envoltorio. La raspadura, o San Antonio, era una barra  alargada y dura con un color verde oscuro amarronado a la que a veces ponían  ajonjolí o maní. Y era de un sabor dulce. Daba tanto gusto ir perfeccionando el arte  de comerla de a poco, por las esquinas mientras se iba reblandeciendo. Era una  fiesta ese día. Toda la familia estaba unida y todos disfrutábamos de aquel manjar,  despreocupados y felices, como si las cosas fueran eternas, como si el abuelo y  todos fuéramos a estar siempre. El trapiche me hace revivir aquellos momentos.   "
RL0083,"                                El Calippo y el óxido        La vía del tren. La pelota. La nave de la motosierra. Las ventanas negras como el carbón. El  óxido. Y un Calippo. Seis niñas. Yo soy la única que mira. Quién sacó esa foto? Qué había  de interesante en seis niñas jugando a la pelota? Cerca de una vía del tren por la que ya no pasa  ningún tren. Cerca de aquella nave de cristales negros, de cristales rotos. Entre malas hierbas,  humedad y reconversión.    Bárbara lleva su jersey de Snoopy. Cómo me gustaba aquel jersey. Era de su hermano mayor,  sí, de Braulio, el que murió en un portal en Ciaño, con el brazo pinchado. Todas usábamos la  ropa de los mayores, todas teníamos hermanos. Sira lanza la pelota. Ya estaba engordando.  Cómo acabó! Y Esperancita abre los brazos esperando la pelota. Esperancita, la hija del  ingeniero. Ingeniera. No tardó en huir de aquello.    Al otro lado, Isabel, Isa, mi amiga, brazos en jarra mirando fuera de campo. Me dejó sin novio  años más tarde. Y yo me líe con el suyo. Nos enfadamos. Nunca nos volvimos a hablar. Luego  se hizo peluquera. Luego puta. Luego, no se sabe.    Y quién es la niña que está a mi lado con esas gafas? Con las manos atrás. No la recuerdo.  Cómo puedo haberme olvidado? Una amiga de alguien, de vacaciones? De vacaciones en  Langreo en los 80... Otra cosa sería.    Y yo? Con mi Calippo, jugando a la pelota con las amigas, feliz de la vida, antes de entender,  antes de que mi inocencia se oxidase y sucumbiese, cada año un poco, esperando tomar un tren  desde aquella vía muerta.        Este relato está inspirado en una foto del libro Arquitectura Industrial en el Valle del Nalón  (1890   1940) de Antonio Ramón Felgueroso Durán, editado por CICEES e INCUNA en el  año 2006.   "
RL0084,"       Aparecía siempre solemne en su ruta hacia al trabajo, y a su regreso, se  escondía en su propia sombra. La antigua fábrica de pianos nunca pareció tal cosa;  bien podría ser cualquier otro tipo de negocio e intentaba pasar desapercibida. Ernest  admiraba la discreción y coherencia de sus ventanales, coronados por una espadaña.  Parecía que alguien limpiase los cristales de cuando en vez, misteriosamente. Un día  cualquiera de otoño, al volver de la oficina, juraría ver la elegante silueta de un piano  reflejada en una de las ventanas.           En otra ocasión, escuchó algún acorde y el sonido de la tapa de un piano al  caer. Lo revelador sucedió a primera hora de otra mañana: una silueta humana saltó  del interior de la fábrica y se perdió en la sombra. Con esta aparición, la explicación  del misterio de la antigua fábrica de pianos era de este mundo y no del otro. Con el  camino libre, Ernest utilizó la misma salida de la extraña figura con levita y entró en la  fábrica de pianos. Nada más hacerlo, le invadió la sensación de soledad del taller,  únicamente al fondo se encontraba un acordeón como dormitando a lomos de un  piano. Una sensación de respeto le impidió ni siquiera acercarse; enseguida se  percató que estaba ante una obra de gran sensibilidad y salió apresuradamente del  edificio, turbado. Tuvo que esperar casi un mes.           El siguiente 17 de noviembre se agazapó y esperó a que brotase de la fachada  la sombra del misterioso individuo. Lo siguió por las calles, todavía desperezándose,  hasta que se metió en el primer tranvía hacia el oeste de la ciudad. Al bajarse, la figura  no dudó en perderse entre el laberinto de calles hasta que lo tragó una antigua casa.  No era un lugar cualquiera, era la antigua librería musical Becker. Sin quererlo, Ernest  había dado con una de las más excéntricas figuras de la ciudad. A partir de esta  mañana del 17 de noviembre, siempre en la sombra y a modo de espía matutino,  Ernest conoció todos los ritos del señor Becker. Siempre tras sus pasos, visitaba todos  aquellos lugares abandonados donde la extraña figura practicaba sus ritos. Conoció  así antiguas bibliotecas musicales, las tripas de los talleres de organeros,  abandonadas salas de conciertos y un sinfín de lugares que para Becker eran  solemnes cementerios de la música.   "
RL0085,"    RECONOCIMIENTO A LA INDUSTRIA FERROCARRILERA EN MÉXICO. LA                PRIMERA LINEA EL FERROCARRIL MÉXICANO (1837).    Remontarse al siglo XVIII en México, es hablar de movimientos sociales diversos que  culminan con el movimiento de independencia. El esfuerzo, para que ocurra no fue  menor, la epopeya dejó sumido al país en una crisis de la que difícilmente podía salir. Un  cambio de siglo con innumerables innovaciones, cambios de pensamiento y avances  tecnológicos diversos, verá surgir el ferrocarril, ese viajero incansable que acortaba  distancias, reduce tiempos y da esperanza. Con una red de caminos que comunicaban  ciudades, puertos y la capital del país, el territorio nacional estaba preparado para  mantener la comunicación, actividad esencial para llegar a ser un país próspero y  moderno. Pero para eso el ferrocarril tuvo que superar varios obstáculos, retos y  adversidades para salir adelante, sortear muchos caminos abandonados y gravemente  deteriorados aguantar las luchas que clamaban libertad y aire de independencia ante la  opresión de la corona española; primeras muestras de avance fue el ingenio mexicano  que siempre ha buscado salir adelante y en los medios de transporte no se iba a quedar  atrás, carretas, calandrias, diligencias y con la fuerza de los caballos y toros lograrían  colocar la primera piedra rumbo a la comunicación terrestre a distintos lugares a pesar  de las adversidades. La tierra azteca aclamaba progreso y desarrollo, la luz de la  esperanza resplandecía nuevamente hacia un nuevo comienzo, la industria comenzaba  a echar raíz para hacer historia; la industria textil y minera fueron los primeros hijos del  trabajo y esfuerzo de la mano de obra mexicana, sin embargo, necesitarían pies para  poder caminar y extender esta cultura de crecimiento y progreso. He aquí el fruto de  empresarios, ingenieros, técnicos y trabajadores tanto nacionales como extranjeros, que  después de varios años de esfuerzo, dedicación y estudio, en 1837 dieron la bienvenida  al ferrocarril en México, tendiendo la mano hacia nuevos horizontes, la comunicación con  el viejo continente ha dado comienzo, como el Puerto de Veracruz como testigo de lo que  sería la industria ferrocarrilera mexicana, industria que más adelante se convertiría en  una de las más importantes del país, donde los muros de las estaciones y el metal en las  vías férreas y en los vagones llevan impregnado por siempre el esfuerzo y la lucha de la  mano de obra hacia el progreso y la prosperidad.   "
RL0086,"LA ENTRADA A LA SIERRA MADRE ORIENTAL DE MÉXICO. UNA MIRADA DESDE  LA ESTACIÓN DE BOCA DEL MONTE.    Perteneciente a la línea del Ferrocarril Mexicano, pionera de la Industria ferroviaria de  México, la Estación de Boca del Monte, de las ultimas estaciones en construirse en 1872,  ubicada en el municipio de Esperanza, en los límites del estado de Puebla, colindante al  Estado de Veracruz; la zona de valles cenagosos, pastizales y campos de cultivo  poblanos convergen con el inicio de las zonas montañosas accidentadas veracruzanas,  apreciándose una vista increíble con contrastes únicos, rodeado de naturaleza con el  cielo cubierto la mayoría del tiempo de nubes, provocan un clima cambiante, mañanas  con neblina, tardes calurosas o lluviosas y noches frías; su nombre se debe a que en el  lado de Puebla, la estación marca el comienzo del Altiplano central, y como tal, marca un  cambio radical en el paisaje, montañas y colinas que llegan a tener alturas de 1,178  metros. La llegada de la industria ferroviaria y la audacia de expertos en la materia  lograron lo inimaginable, algo que incluso en Europa no se había realizado hasta el  momento, una red de caminos que seguían las ondulaciones de las montañas y el cauce  de los ríos, a pesar de la tecnología con la que se contaba, realizaron toda una obra  maestra en ingeniería y arquitectura, conformada por vías férreas, túneles, puentes y  estaciones que se introducen en las accidentadas montañas. La complejidad de las  construcciones junto con la naturaleza de los valles y campos cubiertos de vegetación  producen una pintoresca vista que inspiró a grandes personajes de la industria  ferrocarrilera, políticos y artistas a realizar obras y escritos basados en este paisaje  industrial y natural. Desde su inauguración, junto con la línea de El ferrocarril mexicano,  el primer día de 1873, la estación era un inmueble provisional compuesto de dos edificios  unidos por un corredor cubierto, en el cual importantes periódicos de México como El  siglo XIX, personajes políticos de la talla del entonces presidente Sebastián Lerdo de  Tejada, Mariano Riva Palacio e Ignacio Manuel Altamirano; artistas de la talla de Casimiro  Castro y Antonio García Cubas; e ingenieros especializados en el tema como Gustavo  Baz, Eduardo L. Gallo y Santiago Méndez, narraron y plasmaron lo espectacular y  singular de la estación de Boca del Monte, el inicio de un recorrido por las maravillosas  cumbres de la Sierra Madre Oriental.   "
RL0087,"La memoria de la esclusa.  Como si vivir en un barco anclado en un riacho azul no fuera suficiente para constelar mi  biografía, mi padre era fotógrafo ambulante. Retrataba a parejas debutantes y bebés  rollizos. De noche, en poco más que un escobero angosto y oscuro, revelaba los negativos  que luego colgaba hasta que secaban, en un cordel que atravesaba mi camarote de lado a  lado. Para que no me despertara, tapaba la luz con uno de su calzoncillos viejos mientras  yo apretaba los ojos haciéndome el dormido. Cuando no hacía fotos se encargaba de  manejar una esclusa. Manejaba las palancas y volantes con el mismo desparpajo con el  que arrancaba las sonrisas de quienes retrataba. A veces le acompañaba, y cuando no  llegaban barcos sacaba algún sucio tebeo que escondía, encajado en la recata del dique, o  escuchaba con atención sus historias, mientras la corriente lamía serena las manguardias.  Mi padre siempre me decía que hay que afrontar la vida con la máxima ambición.   Tienes que convencerte de que puedes crear una vacuna o establecer una teoría. Puedes  ser pescador, pero no te conformes con tener un bote. Yo lo que realmente quería era  una cocina de verdad, que no se estuviera balanceando eternamente, y no tener que  limpiar la casa de las palomas mensajeras, que, no sé porqué extraña razón mi padre  tenía, pues no les ofrecía la más mínima atención. Soñaba con escribir libros y viajar a  otros planetas. Me gustaba mi hogar, si es que podemos llamar casa a aquella barcaza,  embreada hasta el puente, llena de algas y remiendos. Pronto tuve edad para ayudar a mi  padre. Cargaba el cajetín de la ampliadora con los negativos, e iba contando según la luz  de la toma. Una vez sumergido el papel en el revelador, iban apareciendo, como por arte  de magia, aquellos gestos aprendidos de cariño de las parejas recientes, y las caras de  satisfacción de las madres con sus tiernos retoños. Una vez completa la imagen, el baño  de paro detenía el proceso, que el fijador congelaba para siempre, dejando las fotografías  listas para sobrevivir a sus modelos, guardando la memoria de aquellos gestos de amor de  los que apenas nos percatamos cuando los vivimos. Para agradar a mi madre, aprendí a  tocar el contrabajo, con un instrumento casero que me ayudó a fabricar el carpintero que  se encargaba del mantenimiento de la esclusa.  Cada navío tiene su propio sistema político. Vivir flotando te enseña a ser como la piedra  de un puente y a vivir sin alfombras, pues todos los espacios se baldean cada mañana. La  marisma me enseñó a conocer el lenguaje de los pájaros, a proteger y a construir, a  reparar lo averiado y hacer a la gente feliz cuando lo roto funciona de nuevo. Sin  embargo yo nunca conseguí ser feliz. Yo lo que quería era un bote.   "
RL0088,"                              Cuexcomates mexicanos  Una tarde cualquiera, tal vez como muchas otras pero frecuente en cada otoño en  diversas regiones de México, después de llegar de la pixca y del campo en un día  soleado, tal vez un anciano, o un hombre de alguna otra edad, sentado sobre una  pequeña silla se dispone a desgranar el maíz para guardarlo en un cuexcomate, en  un silo o en algún lugar para almacenarlo ubicado en los patios de la casa o en el  corral. Lo desgrana sosteniendo la mazorca con las dos manos, que tienen las líneas  que la edad y el trabajo a las que se suman condiciones de cansancio. Las manos  toman con fuerza la mazorca de maíz para tallarla sobre un racimo de olotes  amarrados y agrupados que son una herramienta muy singular. Más tarde, después  de horas, los granos de maíz se juntan en un costal para luego subirlos con la ayuda  de una escalera de madera, amarrada con cuerdas de mecate, a una abertura de la  cubierta de zacate que cubre la olla del silo con una techumbre muy singular de zacate  elaborada con materiales naturales, en la actualidad un patrimonio vernáculo muy  común en el paisaje rural.    Los, cuexcomatls, palabra de origen náhuatl, se localizan en los patios de las casas o  en los corrales en el sur de los estados de Puebla y específicamente, en Morelos en  poblados como Jantetelco y Chalcatzingo. Donde aún existen, y viven los artesanos  de los cuexcomates depositarios de una tradición ancestral para almacenar el maíz,  gramínea fundamental en la alimentación de los mexicanos, incluso de los  latinoamericanos, incólume uso variado en la tradición gastronómica y todos los  componentes de la milpa, hojas, tallos, frescos o secos, son utilizados en diversos  aspectos de la vida cotidiana.    El uso del cuexcomate se remonta a un origen prehispánico, como se aprecia en la  zona arqueológica de Cacaxtla, (Tlaxcala); aunque quedan pocos, en la actualidad  son un elemento identitario relacionado con el quehacer de las poblaciones originarias  mexicanas. Pueden comprenderse como elementos protoindustriales, tal vez  procesos artesanales, que sobrevivieron a veces al desaire y a los procesos de la  modernidad. En la actualidad son objetos patrimoniales asociados a los paisajes  rurales, agrarios y a los procesos industriales; y al patrimonio tangible e intangible por  los saberes ancestrales con los que están relacionados.   "
RL0089,"                                           Depois do silêncio                                                                      Guilherme Pinheiro Pozzer         Há exatos dois anos, António fora o último a passar pelo portão da fábrica. Os dias que  antecederam aquele momento foram de pensamentos quanto ao futuro incerto. Ele ainda tem  razões para perguntar quem há de contratar um sujeito de 53 anos e que só trabalhou ali?         Desde que fora para o desemprego, toma remédio para o coração. Um médico mandara  lhe fazer yoga, para relaxar um bocadinho. Não teve interesse e confessava a si mesmo ter  tido vontade de rir na cara do rapazito mais jovem que o filho, que vivia na capital.         Ainda estranhava almoçar em casa. Sempre levara sua marmita ao trabalho. Lembrou  dos pais, extrabalhadores da fábrica. Aposentaramse tendo tido um único emprego na vida.  Lembrou da mulher, que conhecera na cantina da empresa, numa quartafeira de um frio  novembro, há cerca de 30 anos. O filho nascera no hospital fundado pela fábrica, pouco mais  de um ano depois de a mulher, então apenas colega operária, virar café nas suas calças durante  o almoço e sorrir. Ela faleceu há três anos. Para pagar dívidas da fábrica, o hospital fora vendido  a uma empresa de saúde que António e a mulher não conseguiam pagar. As viagens à capital  eram cansativas. Ela tinha dores terríveis no fim. No dia seguinte à partida dela, António foi ao  trabalho mesmo tendo folga. Era melhor do que ficar na casa fria e só.         Hoje, António estava na casa fria. Sozinho e em silêncio. Ao fim da manhã, decidiu ir à  fábrica. Levou consigo a antiga marmita e uma pequena garrafa com café. Estava abandonada  e vandalizada. Havia mato onde antes havia jardins, buracos nos telhados, portas no chão,  janelas com vidros quebrados. Mas António ainda reconhecia cada corredor. Cada percurso que  fez por 30 anos. Da tecelagem à fiação, por um corredor subterrâneo, escuro e úmido. Dali às  engomadeiras, à estamparia mecânica por uma escada e por outra à tinturaria.         Por um longo corredor, agora sem qualquer iluminação, viu ao longe a luz do sol por  uma porta que levava ao centro da fábrica. Caminhou devagar, tropeçando em garrafas e latas.  Chegou à porta e ali, enquanto seus olhos se readaptavam à claridade, viu aquilo que mais o  encantou desde que fora, ainda pequenino, com seu pai à fábrica: a chaminé. Seus tijolos  avermelhados, empilhados a uns 40 metros de altura, ainda não tinham desbotado. Não havia a  fumaça nem o barulho assustador que o fizera abraçar as pernas do pai. Seus olhos encheram  se de lágrimas. Foi o sol, tentou convencer a si mesmo.         Foi à cantina. Limpou uma cadeira que lá estava, mas não havia mesa. Almoçou o seu  sanduíche de queijo. Tomou café. Não ouviu nada além do rio que um dia teve turbinas para  movimentar. Suspirou, foi para casa e continuou a recordar.         Sentiu que descobrira o que vem depois do silêncio.   "
